Timestamp;ContainerName;CPU_Percent;Memory_Usage_and_Limit
2025-12-10 01:44:49;amf;0.05%;15.48MiB / 15.61GiB
2025-12-10 01:44:49;smf;0.03%;5.143GiB / 15.61GiB
2025-12-10 01:44:49;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:49;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:49;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:49;webui;0.39%;17.57MiB / 15.61GiB
2025-12-10 01:44:49;udr;0.00%;12.1MiB / 15.61GiB
2025-12-10 01:44:49;pcf;0.00%;12.05MiB / 15.61GiB
2025-12-10 01:44:49;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:49;nrf;1.22%;13.15MiB / 15.61GiB
2025-12-10 01:44:49;mongodb;0.36%;166.7MiB / 15.61GiB
2025-12-10 01:44:49;upf;6.16%;1.823GiB / 15.61GiB
